pair id,benchmark,benchmark id,solver,solver id,configuration,configuration id,status,cpu time,wallclock time,memory usage,result,expected,SZSResult,SZSOutput,SZSStatus
423843313,Problems/REL/REL053-1.p,7415168,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.055669,0.103141,119280.0,Inappropriate,Satisfiable,IAP-Non,Non,IAP
423843314,Problems/REL/REL053+1.p,7415169,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.053572,0.08549,119280.0,Inappropriate,Satisfiable,IAP-Non,Non,IAP
423843315,Problems/PRD/PRD001+1.p,7414561,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.053946,0.111046,119280.0,Inappropriate,Theorem,IAP-Non,Non,IAP
423843316,Problems/PRD/PRD002+1.p,7414562,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.053751,0.123666,119280.0,Inappropriate,CounterSatisfiable,IAP-Non,Non,IAP
423843317,Problems/PRD/PRD003+1.p,7414563,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.05417,0.110015,119280.0,Inappropriate,CounterSatisfiable,IAP-Non,Non,IAP
423843318,Problems/PLA/PLA001-1.p,7414485,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.055287,0.115523,119280.0,Inappropriate,Unsatisfiable,IAP-Non,Non,IAP
423843319,Problems/PLA/PLA002-1.p,7414486,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.054009,0.116211,119280.0,Inappropriate,Unsatisfiable,IAP-Non,Non,IAP
423843320,Problems/PLA/PLA002-2.p,7414487,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.054021,0.096096,119280.0,Inappropriate,Unsatisfiable,IAP-Non,Non,IAP
423843321,Problems/PLA/PLA003-1.p,7414488,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.054676,0.0550171,119280.0,Inappropriate,Unsatisfiable,IAP-Non,Non,IAP
423843322,Problems/PLA/PLA004-1.p,7414489,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.054201,0.0863279,119280.0,Inappropriate,Unsatisfiable,IAP-Non,Non,IAP
423843323,Problems/PLA/PLA004-2.p,7414490,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.054588,0.059249,119280.0,Inappropriate,Unsatisfiable,IAP-Non,Non,IAP
423843324,Problems/PLA/PLA005-1.p,7414491,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.055332,0.113832,119280.0,Inappropriate,Unsatisfiable,IAP-Non,Non,IAP
423843325,Problems/PLA/PLA005-2.p,7414492,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.055109,0.075087,119280.0,Inappropriate,Unsatisfiable,IAP-Non,Non,IAP
423843326,Problems/PLA/PLA006-1.p,7414493,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.055648,0.101765,125620.0,Inappropriate,Unsatisfiable,IAP-Non,Non,IAP
