pair id,benchmark,benchmark id,solver,solver id,configuration,configuration id,status,cpu time,wallclock time,memory usage,result,expected,SZSResult,SZSOutput,SZSStatus,,2368
469013778,Problems_HOL_bool_free_only/NUM/NUM753^1.p,9375707,Satallax---3.4,25864,Satallax---3.4,343516,complete,23.6917,23.8562,219816,Theorem,Theorem,THM-Prf,Prf,THM,,
469013796,Problems_HOL_bool_free_only/NUM/NUM754^1.p,9375746,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.140067,0.349738,119288,Theorem,Theorem,THM-Prf,Prf,THM,,
469013643,Problems_HOL_bool_free_only/NUM/NUM758^1.p,9374830,Satallax---3.4,25864,Satallax---3.4,343516,complete,1.43979,1.64287,166116,Theorem,Theorem,THM-Prf,Prf,THM,,
469013574,Problems_HOL_bool_free_only/NUM/NUM759^1.p,9374410,Satallax---3.4,25864,Satallax---3.4,343516,complete,1.14789,1.37045,167332,Theorem,Theorem,THM-Prf,Prf,THM,,
469013739,Problems_HOL_bool_free_only/NUM/NUM760^1.p,9375360,Satallax---3.4,25864,Satallax---3.4,343516,complete,23.6864,23.8047,242868,Theorem,Theorem,THM-Prf,Prf,THM,,
469013730,Problems_HOL_bool_free_only/NUM/NUM767^1.p,9375316,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.134196,0.365149,119288,Theorem,Theorem,THM-Prf,Prf,THM,,
469013742,Problems_HOL_bool_free_only/NUM/NUM769^1.p,9375391,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.131328,0.379177,119288,Theorem,Theorem,THM-Prf,Prf,THM,,
469013763,Problems_HOL_bool_free_only/NUM/NUM770^1.p,9375550,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.132666,0.375746,119288,Theorem,Theorem,THM-Prf,Prf,THM,,
469013724,Problems_HOL_bool_free_only/NUM/NUM771^1.p,9375268,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.132122,0.374564,119288,Theorem,Theorem,THM-Prf,Prf,THM,,
469013565,Problems_HOL_bool_free_only/NUM/NUM781^1.p,9374362,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.124996,0.353636,119288,Theorem,Theorem,THM-Prf,Prf,THM,,
