pair id	benchmark	benchmark id	solver	solver id	configuration	configuration id	status	cpu time	wallclock time	memory usage	result	expected	SZSResult	SZSOutput	SZSStatus
439863140	Problems_HOL_only/NUM/NUM740^1.p	7414016	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.06785	0.067541	113176	Theorem	Theorem	THM-Ass	Ass	THM
439863142	Problems_HOL_only/NUM/NUM741^1.p	7414018	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	7.49932	7.45814	382792	Theorem	Theorem	THM-Ass	Ass	THM
439863144	Problems_HOL_only/NUM/NUM742^1.p	7414020	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	1.38009	1.37323	318692	Theorem	Theorem	THM-Ass	Ass	THM
439863146	Problems_HOL_only/NUM/NUM743^1.p	7414022	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	1.38126	1.3739	320484	Theorem	Theorem	THM-Ass	Ass	THM
439863148	Problems_HOL_only/NUM/NUM746^1.p	7414024	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.071317	0.0712609	113176	Theorem	Theorem	THM-Ass	Ass	THM
439863150	Problems_HOL_only/NUM/NUM747^1.p	7414026	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.069013	0.068985	113176	Theorem	Theorem	THM-Ass	Ass	THM
439863152	Problems_HOL_only/NUM/NUM748^1.p	7414028	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.067529	0.0675001	113176	Theorem	Theorem	THM-Ass	Ass	THM
439863154	Problems_HOL_only/NUM/NUM749^1.p	7414030	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.067619	0.067569	113176	Theorem	Theorem	THM-Ass	Ass	THM
439863156	Problems_HOL_only/NUM/NUM750^1.p	7414032	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.069257	0.0691811	113176	Theorem	Theorem	THM-Ass	Ass	THM
439863158	Problems_HOL_only/NUM/NUM751^1.p	7414034	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	5.41636	5.38398	349400	Theorem	Theorem	THM-Ass	Ass	THM
439863160	Problems_HOL_only/NUM/NUM752^1.p	7414036	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.069255	0.0692679	113176	Theorem	Theorem	THM-Ass	Ass	THM
439863162	Problems_HOL_only/NUM/NUM753^1.p	7414038	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	5.41635	5.38825	350424	Theorem	Theorem	THM-Ass	Ass	THM
439863164	Problems_HOL_only/NUM/NUM754^1.p	7414040	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.067682	0.0676261	113176	Theorem	Theorem	THM-Ass	Ass	THM
439863166	Problems_HOL_only/NUM/NUM755^1.p	7414042	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.080473	0.080371	113176	Theorem	Theorem	THM-Ass	Ass	THM
439863168	Problems_HOL_only/NUM/NUM756^1.p	7414044	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.081228	0.0809919	113176	Theorem	Theorem	THM-Ass	Ass	THM
439863170	Problems_HOL_only/NUM/NUM757^1.p	7414046	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.08061	0.0801409	113176	Theorem	Theorem	THM-Ass	Ass	THM
439863172	Problems_HOL_only/NUM/NUM758^1.p	7414048	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.074186	0.0737389	113176	Theorem	Theorem	THM-Ass	Ass	THM
439863174	Problems_HOL_only/NUM/NUM759^1.p	7414050	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	1.38411	1.37703	318692	Theorem	Theorem	THM-Ass	Ass	THM
439863176	Problems_HOL_only/NUM/NUM760^1.p	7414052	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	5.65754	5.62524	347996	Theorem	Theorem	THM-Ass	Ass	THM
439863178	Problems_HOL_only/NUM/NUM761^1.p	7414054	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	1.38724	1.37762	338396	Theorem	Theorem	THM-Ass	Ass	THM
439863180	Problems_HOL_only/NUM/NUM762^1.p	7414056	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	5.41545	5.38593	370256	Theorem	Theorem	THM-Ass	Ass	THM
439863182	Problems_HOL_only/NUM/NUM765^1.p	7414058	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.068358	0.067967	113176	Theorem	Theorem	THM-Ass	Ass	THM
